Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_864.jpg,17,22,67,86,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1154.jpg,359,337,422,375,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1154.jpg,131,111,178,163,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1621.jpg,20,23,536,414,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_498.jpg,107,32,261,193,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1262.jpg,360,260,523,396,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_181.jpg,87,169,273,427,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_181.jpg,1,265,90,434,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_181.jpg,301,144,484,422,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_181.jpg,441,208,596,420,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_181.jpg,643,229,780,403,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_181.jpg,219,41,353,214,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_181.jpg,500,44,648,193,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_181.jpg,387,1,538,140,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_181.jpg,129,1,275,107,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_181.jpg,300,1,386,71,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_181.jpg,662,1,762,88,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1272.jpg,244,133,286,154,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2672.jpg,2,1,157,120,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1374.jpg,1,147,356,391,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1629.jpg,146,122,374,307,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_252.jpg,240,168,513,368,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2004.jpg,263,191,321,220,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2004.jpg,394,64,431,97,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_478.jpg,2,124,158,333,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1890.jpg,119,141,337,383,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2574.jpg,6,1,155,119,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2691.jpg,2,1,155,116,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2925.jpg,9,10,388,297,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2141.jpg,10,15,665,270,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1166.jpg,26,58,541,274,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2560.jpg,3,2,156,115,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_236.jpg,616,122,1706,1172,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2980.jpg,8,17,348,405,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_203.jpg,31,14,582,330,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_400.jpg,319,333,621,817,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_81.jpg,25,72,50,124,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_42.jpg,160,99,321,193,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_897.jpg,11,26,305,151,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_813.jpg,1,1,296,141,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_403.jpg,32,133,355,474,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1254.jpg,289,167,482,307,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1254.jpg,232,70,410,237,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1254.jpg,116,32,246,253,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1254.jpg,13,107,191,304,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_163.jpg,73,342,271,632,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_691.jpg,189,119,780,337,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1837.jpg,151,183,207,232,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1837.jpg,401,186,433,235,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1837.jpg,80,506,125,557,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1837.jpg,391,515,422,593,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1837.jpg,76,838,111,904,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1618.jpg,209,232,220,247,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2952.jpg,77,24,213,171,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2446.jpg,3,3,158,116,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1717.jpg,1,5,465,274,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1743.jpg,16,35,461,345,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2031.jpg,85,157,135,206,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_671.jpg,42,122,479,346,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1875.jpg,345,210,603,394,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2945.jpg,23,78,396,340,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1927.jpg,237,8,519,208,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1980.jpg,184,285,1298,870,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2546.jpg,3,2,152,116,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_183.jpg,46,18,1002,488,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_474.jpg,239,384,352,579,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_844.jpg,22,25,207,164,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1341.jpg,392,90,774,347,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1341.jpg,188,273,569,527,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_582.jpg,10,59,98,123,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2011.jpg,45,98,687,494,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1234.jpg,300,67,363,119,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1010.jpg,56,22,117,86,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_303.jpg,231,105,347,392,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2787.jpg,14,22,427,494,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1899.jpg,182,175,246,244,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_865.jpg,28,10,158,111,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_865.jpg,189,13,335,119,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1191.jpg,13,14,369,390,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_55.jpg,315,139,370,224,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2367.jpg,1,3,158,115,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2670.jpg,2,1,157,116,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_685.jpg,62,46,345,450,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_273.jpg,174,82,259,143,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1224.jpg,6,31,534,336,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2441.jpg,2,1,157,115,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1192.jpg,8,37,65,115,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1192.jpg,55,70,119,152,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2715.jpg,2,1,156,117,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1952.jpg,560,102,623,263,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1905.jpg,144,254,836,640,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2408.jpg,3,2,158,114,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_980.jpg,5,6,284,159,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1786.jpg,6,31,159,61,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_512.jpg,64,26,83,44,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2607.jpg,3,2,154,116,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_648.jpg,141,114,2547,1696,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_731.jpg,71,287,605,872,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_731.jpg,702,270,1245,938,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2153.jpg,32,101,100,154,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_179.jpg,176,1,863,462,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1694.jpg,31,78,500,309,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1357.jpg,133,1,500,240,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2756.jpg,1,1,152,115,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_984.jpg,79,120,102,152,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2170.jpg,2,1,158,112,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1339.jpg,6,13,438,248,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_143.jpg,638,139,951,303,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2962.jpg,837,181,1193,459,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_20.jpg,754,338,1069,598,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_1217.jpg,87,72,199,168,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_2005.jpg,107,261,392,430,pistol
Z:\MHossain_OneDrive\OneDrive\Data Science\PyImageSearch\Deep Learning for Computer Vision\BB_Code\chapter02-weapon-detection\weapons\images\armas_703.jpg,25,937,419,1249,pistol
